"'DateTime","'High","'Moderately High","'Normal","'Moderately Low","'Low","'Very Low","'2018/2019","'2019/2020"
"'2020-07-01 00:00:00",,,,,,,72.46157813595656
"'2020-07-08 00:00:00",,,,,,,72.33700718765006
"'2020-07-15 00:00:00",93.93,87.795,86.59,74.79,70.95,66.56,71.12033303840096
"'2020-07-22 00:00:00",,,,,,,70.77222124050185
"'2020-07-29 00:00:00",,,,,,,70.47312608141009
"'2020-08-05 00:00:00",,,,,,,70.28080602086673
"'2020-08-12 00:00:00",,,,,,,69.90490772071381
"'2020-08-15 00:00:00",93.6,86.5,84.91,73.57,69.25,65.29
"'2020-08-19 00:00:00",,,,,,,69.32232779705488
"'2020-08-26 00:00:00",,,,,,,68.76722216775929
"'2020-09-02 00:00:00",,,,,,,68.05882246423191
"'2020-09-09 00:00:00",,,,,,,67.34698847390911
"'2020-09-15 00:00:00",93.7,85.17,82.298,71.376,66.8025,63.569
"'2020-09-16 00:00:00",,,,,,,66.69010307231297
"'2020-09-23 00:00:00",,,,,,,65.68385704125578
"'2020-09-30 00:00:00",,,,,,,64.79187909811883
