model_name,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,param_model__max_depth,param_model__max_features,param_model__min_samples_leaf,param_model__n_estimators,param_model__learning_rate,param_model__l2_regularization,param_model__max_iter,param_model__max_leaf_nodes
Extra Trees,0.335920524597168,0.021784864906953406,0.07241978645324706,0.005365066967177832,,"{'model__max_depth': 4, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__n_estimators': 200}",-11.472359138088834,-13.640963919818278,-10.59467630038855,-21.2426720286395,-12.37956897581439,-13.86604807254991,3.8237804319038236,24,4,sqrt,1.0,200.0,,,,
Extra Trees,0.6472408294677734,0.011232734137187563,0.11928067207336426,0.007778737778152746,,"{'model__max_depth': 4, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__n_estimators': 400}",-11.211346888861526,-13.506618556898363,-10.498455655575707,-21.21703338363495,-12.417342914649472,-13.770159479924004,3.8628244900745003,23,4,sqrt,1.0,400.0,,,,
Extra Trees,0.3183157920837402,0.005958979260224898,0.07070093154907227,0.0038409871398575593,,"{'model__max_depth': 4, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__n_estimators': 200}",-12.397657488174199,-14.931613555594591,-11.7780003978861,-21.543990803328228,-13.011888001064424,-14.732630049209508,3.5658692121861075,30,4,sqrt,2.0,200.0,,,,
Extra Trees,0.7181949138641357,0.17786527444680508,0.17601804733276366,0.04615250627429608,,"{'model__max_depth': 4, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__n_estimators': 400}",-12.197400354354613,-14.771875440629602,-11.520406457237705,-21.512417853770252,-13.040446474233745,-14.608509316045183,3.619372552129004,29,4,sqrt,2.0,400.0,,,,
Extra Trees,0.5957536697387695,0.12461958879099959,0.11868724822998047,0.015407617428499717,,"{'model__max_depth': 4, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 4, 'model__n_estimators': 200}",-13.271840880210405,-16.186614334627173,-13.24884342935476,-21.66152656841197,-14.16592293955572,-15.706949630432007,3.1633485018867837,36,4,sqrt,4.0,200.0,,,,
Extra Trees,0.8206604480743408,0.23429969920729027,0.14309635162353515,0.02410089342162437,,"{'model__max_depth': 4, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 4, 'model__n_estimators': 400}",-13.095062163991976,-16.044895008041493,-12.993348764289648,-21.617619086983414,-14.048061588050526,-15.559797322271413,3.2211627350726544,33,4,sqrt,4.0,400.0,,,,
Extra Trees,0.3659583568572998,0.006410662614708045,0.07064242362976074,0.001285692673954565,,"{'model__max_depth': 4, 'model__max_features': 0.7, 'model__min_samples_leaf': 1, 'model__n_estimators': 200}",-9.832529491503696,-11.170166385863677,-8.677991533919407,-21.086903594638034,-10.556656111964049,-12.264849423577772,4.488354373544761,6,4,0.7,1.0,200.0,,,,
Extra Trees,0.7269836902618408,0.01688549958074397,0.12265548706054688,0.00903601767772109,,"{'model__max_depth': 4, 'model__max_features': 0.7, 'model__min_samples_leaf': 1, 'model__n_estimators': 400}",-9.703445185863592,-11.220643173243202,-8.720572457717127,-21.052907054827102,-10.577055525234941,-12.254924679377194,4.478641987112923,5,4,0.7,1.0,400.0,,,,
Extra Trees,0.3586275100708008,0.005302305574742681,0.07052474021911621,0.003334537665900029,,"{'model__max_depth': 4, 'model__max_features': 0.7, 'model__min_samples_leaf': 2, 'model__n_estimators': 200}",-10.110820322080833,-11.050789990067276,-9.181431918269872,-20.620821789100702,-10.088000024931809,-12.210372808890098,4.246583430482904,2,4,0.7,2.0,200.0,,,,
Extra Trees,0.7049558162689209,0.01511732997241837,0.11984996795654297,0.004248926998736822,,"{'model__max_depth': 4, 'model__max_features': 0.7, 'model__min_samples_leaf': 2, 'model__n_estimators': 400}",-9.939042761004757,-11.154252419601496,-9.139363166075949,-20.568338742499616,-10.110206287798244,-12.182240675396013,4.241880893386165,1,4,0.7,2.0,400.0,,,,
Extra Trees,0.35549192428588866,0.006411841816650465,0.07601714134216309,0.009489221690099236,,"{'model__max_depth': 4, 'model__max_features': 0.7, 'model__min_samples_leaf': 4, 'model__n_estimators': 200}",-9.559946213121876,-11.798002047479978,-9.350803937371271,-20.492853402319092,-9.874944714593722,-12.215310062977187,4.229078675010624,3,4,0.7,4.0,200.0,,,,
Extra Trees,0.8300066471099854,0.19255685647858878,0.17755837440490724,0.03757704657197348,,"{'model__max_depth': 4, 'model__max_features': 0.7, 'model__min_samples_leaf': 4, 'model__n_estimators': 400}",-9.51281633154191,-11.81769979748564,-9.385528382125417,-20.54368015759539,-9.96701405983056,-12.245347745715783,4.239842041673955,4,4,0.7,4.0,400.0,,,,
Extra Trees,0.5985589981079101,0.07976282590146741,0.11569075584411621,0.025078560148222236,,"{'model__max_depth': 8, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__n_estimators': 200}",-11.286999306809696,-11.88904915969154,-8.944830028255351,-20.94578147198678,-11.232309882904298,-12.859793969929536,4.1659301372082,18,8,sqrt,1.0,200.0,,,,
Extra Trees,0.8352449417114258,0.22478970847424365,0.14044656753540039,0.027199033402638583,,"{'model__max_depth': 8, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__n_estimators': 400}",-11.018002026714488,-11.851988542586238,-8.912684565176455,-20.8941791686172,-11.184134287442337,-12.772197718107344,4.178716486441805,14,8,sqrt,1.0,400.0,,,,
Extra Trees,0.3303073883056641,0.019714850886690567,0.06983799934387207,0.0009762481559789168,,"{'model__max_depth': 8, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__n_estimators': 200}",-12.286667718147786,-14.593338239692896,-11.349386290733609,-21.377199737603945,-12.818286382875774,-14.4849756738108,3.6043536682997424,27,8,sqrt,2.0,200.0,,,,
Extra Trees,0.6296535968780518,0.017206227099195014,0.12339267730712891,0.008660115324838673,,"{'model__max_depth': 8, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__n_estimators': 400}",-12.089289144843919,-14.563115331383685,-11.14663145407017,-21.402309516631806,-12.807070307088773,-14.401683150803672,3.674782920701619,25,8,sqrt,2.0,400.0,,,,
Extra Trees,0.3308126926422119,0.014437893370963337,0.0720435619354248,0.005034231081754528,,"{'model__max_depth': 8, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 4, 'model__n_estimators': 200}",-13.31328965935117,-16.13573591848438,-13.226271726731945,-21.614868712544045,-14.071042827764263,-15.67224176897516,3.150901596986037,35,8,sqrt,4.0,200.0,,,,
Extra Trees,0.6319893836975098,0.018864680627712346,0.1261814594268799,0.00965496095299894,,"{'model__max_depth': 8, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 4, 'model__n_estimators': 400}",-13.093008059205012,-15.966359329327886,-12.969783089987402,-21.579091743961673,-13.941447717258393,-15.509937987948074,3.218603631090248,32,8,sqrt,4.0,400.0,,,,
Extra Trees,0.41386842727661133,0.007256541760917366,0.0739485740661621,0.005308598148484617,,"{'model__max_depth': 8, 'model__max_features': 0.7, 'model__min_samples_leaf': 1, 'model__n_estimators': 200}",-10.209450717633825,-11.356876405614228,-9.129101193451673,-21.408469538470612,-10.63149807707022,-12.547079186448112,4.489038940259855,12,8,0.7,1.0,200.0,,,,
Extra Trees,1.0475877285003663,0.28817855158895334,0.1668485641479492,0.0483721543693869,,"{'model__max_depth': 8, 'model__max_features': 0.7, 'model__min_samples_leaf': 1, 'model__n_estimators': 400}",-9.94775112366202,-11.347937290477418,-9.10361814139478,-21.39757281674982,-10.57533656656417,-12.47444318776964,4.522045956224175,11,8,0.7,1.0,400.0,,,,
Extra Trees,0.7152267932891846,0.11687515509562044,0.11227989196777344,0.019602453565075395,,"{'model__max_depth': 8, 'model__max_features': 0.7, 'model__min_samples_leaf': 2, 'model__n_estimators': 200}",-11.304183611925431,-11.128816425523848,-10.662070982455282,-21.481272478709325,-9.710365038938251,-12.857341707510425,4.3472970309285515,17,8,0.7,2.0,200.0,,,,
Extra Trees,0.8182371139526368,0.09367366059538192,0.11940336227416992,0.0044285361729005735,,"{'model__max_depth': 8, 'model__max_features': 0.7, 'model__min_samples_leaf': 2, 'model__n_estimators': 400}",-11.08637487241469,-11.223307147408393,-10.668749885053233,-21.351046952988447,-9.658993162954268,-12.797694404163806,4.311635416996341,16,8,0.7,2.0,400.0,,,,
Extra Trees,0.3779573440551758,0.011082081441266815,0.0733992576599121,0.005573609045857164,,"{'model__max_depth': 8, 'model__max_features': 0.7, 'model__min_samples_leaf': 4, 'model__n_estimators': 200}",-9.780398304669443,-11.889347826212836,-10.096018776767469,-20.625938137302327,-9.712604663401443,-12.420861541670705,4.178932497087564,7,8,0.7,4.0,200.0,,,,
Extra Trees,0.6807476997375488,0.08655734878113355,0.12713022232055665,0.007037280695677319,,"{'model__max_depth': 8, 'model__max_features': 0.7, 'model__min_samples_leaf': 4, 'model__n_estimators': 400}",-9.758209942199917,-11.951606901923721,-10.142016660517314,-20.67337754685588,-9.681059460743894,-12.441254102448145,4.197892424187653,9,8,0.7,4.0,400.0,,,,
